Código Departamento;Código Municipio;Código Centro Poblado;Nombre Departamento;Nombre Municipio;Nombre Centro Poblado
05;05001;05001000;ANTIOQUIA;MEDELLÍN;MEDELLÍN
05;05001;05001001;ANTIOQUIA;MEDELLÍN;PALMITAS
05;05001;05001004;ANTIOQUIA;MEDELLÍN;SANTA ELENA
05;05001;05001005;ANTIOQUIA;MEDELLÍN;PEDREGAL ALTO
05;05001;05001009;ANTIOQUIA;MEDELLÍN;ALTAVISTA
05;05001;05001010;ANTIOQUIA;MEDELLÍN;AGUAS FRÍAS
05;05001;05001012;ANTIOQUIA;MEDELLÍN;LA LOMA
05;05001;05001013;ANTIOQUIA;MEDELLÍN;SAN JOSÉ DEL MANZANILLO
05;05001;05001014;ANTIOQUIA;MEDELLÍN;BARRO BLANCO
05;05001;05001015;ANTIOQUIA;MEDELLÍN;EL CERRO
05;05001;05001017;ANTIOQUIA;MEDELLÍN;EL PATIO
05;05001;05001018;ANTIOQUIA;MEDELLÍN;EL PLACER
05;05001;05001019;ANTIOQUIA;MEDELLÍN;EL PLAN
05;05001;05001020;ANTIOQUIA;MEDELLÍN;EL TESORO
05;05001;05001022;ANTIOQUIA;MEDELLÍN;LA ALDEA
05;05001;05001023;ANTIOQUIA;MEDELLÍN;LA CUCHILLA
05;05001;05001024;ANTIOQUIA;MEDELLÍN;LA FLORIDA
05;05001;05001025;ANTIOQUIA;MEDELLÍN;LA PALMA
05;05001;05001027;ANTIOQUIA;MEDELLÍN;LAS PLAYAS
05;05001;05001029;ANTIOQUIA;MEDELLÍN;PIEDRA GORDA
05;05001;05001031;ANTIOQUIA;MEDELLÍN;POTRERITO
05;05001;05001032;ANTIOQUIA;MEDELLÍN;TRAVESIAS
05;05001;05001033;ANTIOQUIA;MEDELLÍN;URQUITA
05;05001;05001034;ANTIOQUIA;MEDELLÍN;BARRIOS DE JESÚS
05;05001;05001035;ANTIOQUIA;MEDELLÍN;BOQUERÓN
05;05001;05001036;ANTIOQUIA;MEDELLÍN;CHACALTAYA
05;05001;05001037;ANTIOQUIA;MEDELLÍN;EL CORAZÓN
05;05001;05001038;ANTIOQUIA;MEDELLÍN;EL JARDÍN
05;05001;05001039;ANTIOQUIA;MEDELLÍN;EL LLANO 1
05;05001;05001040;ANTIOQUIA;MEDELLÍN;EL LLANO 2
05;05001;05001041;ANTIOQUIA;MEDELLÍN;EL UVITO
05;05001;05001042;ANTIOQUIA;MEDELLÍN;LA AVANZADA
05;05001;05001043;ANTIOQUIA;MEDELLÍN;LA CRUZ
05;05001;05001044;ANTIOQUIA;MEDELLÍN;LA ESPERANZA
05;05001;05001045;ANTIOQUIA;MEDELLÍN;LA FRISOLA
05;05001;05001046;ANTIOQUIA;MEDELLÍN;LA GABRIELA
05;05001;05001047;ANTIOQUIA;MEDELLÍN;LA LADERA
05;05001;05001048;ANTIOQUIA;MEDELLÍN;LA VERDE
05;05001;05001049;ANTIOQUIA;MEDELLÍN;LA VOLCANA
05;05001;05001050;ANTIOQUIA;MEDELLÍN;LOS NARANJOS
05;05001;05001051;ANTIOQUIA;MEDELLÍN;LLANADITAS
05;05001;05001052;ANTIOQUIA;MEDELLÍN;MATASANO
05;05001;05001053;ANTIOQUIA;MEDELLÍN;MATASANO 1
05;05001;05001054;ANTIOQUIA;MEDELLÍN;MATASANO 2
05;05001;05001055;ANTIOQUIA;MEDELLÍN;MAZO
05;05001;05001056;ANTIOQUIA;MEDELLÍN;MAZO 1
05;05001;05001057;ANTIOQUIA;MEDELLÍN;MEDIA LUNA
05;05001;05001058;ANTIOQUIA;MEDELLÍN;MEDIA LUNA 1
05;05001;05001059;ANTIOQUIA;MEDELLÍN;MIRADOR DEL POBLADO
05;05001;05001060;ANTIOQUIA;MEDELLÍN;OCHO DE MARZO
05;05001;05001061;ANTIOQUIA;MEDELLÍN;ORIENTE
05;05001;05001062;ANTIOQUIA;MEDELLÍN;POTRERA MISERENGA
05;05001;05001063;ANTIOQUIA;MEDELLÍN;SAN JOSÉ DE LA MONTAÑA
05;05001;05001064;ANTIOQUIA;MEDELLÍN;VERSALLES
05;05001;05001065;ANTIOQUIA;MEDELLÍN;YOLOMBO
05;05002;05002000;ANTIOQUIA;ABEJORRAL;ABEJORRAL
05;05002;05002002;ANTIOQUIA;ABEJORRAL;PANTANILLO
05;05002;05002004;ANTIOQUIA;ABEJORRAL;NARANJAL
05;05002;05002016;ANTIOQUIA;ABEJORRAL;LAS CANOAS
05;05004;05004000;ANTIOQUIA;ABRIAQUÍ;ABRIAQUÍ
05;05004;05004003;ANTIOQUIA;ABRIAQUÍ;POTREROS SECTOR 1
05;05021;05021000;ANTIOQUIA;ALEJANDRÍA;ALEJANDRÍA
05;05030;05030000;ANTIOQUIA;AMAGÁ;AMAGÁ
05;05030;05030001;ANTIOQUIA;AMAGÁ;CAMILO C
05;05030;05030003;ANTIOQUIA;AMAGÁ;LA CLARITA
05;05030;05030004;ANTIOQUIA;AMAGÁ;LA FERREIRA
05;05030;05030005;ANTIOQUIA;AMAGÁ;LA GUALÍ
05;05030;05030006;ANTIOQUIA;AMAGÁ;PIEDECUESTA
05;05030;05030011;ANTIOQUIA;AMAGÁ;MINAS
05;05030;05030012;ANTIOQUIA;AMAGÁ;CAMILO C - ALTO DE LA VIRGEN
05;05030;05030013;ANTIOQUIA;AMAGÁ;PIEDECUESTA - MANI DE LAS CASAS
05;05031;05031000;ANTIOQUIA;AMALFI;AMALFI
05;05031;05031004;ANTIOQUIA;AMALFI;PORTACHUELO
05;05034;05034000;ANTIOQUIA;ANDES;ANDES
05;05034;05034001;ANTIOQUIA;ANDES;BUENOS AIRES
05;05034;05034003;ANTIOQUIA;ANDES;SAN JOSÉ
05;05034;05034006;ANTIOQUIA;ANDES;SANTA RITA
05;05034;05034007;ANTIOQUIA;ANDES;TAPARTÓ
05;05034;05034012;ANTIOQUIA;ANDES;SANTA INÉS
05;05034;05034014;ANTIOQUIA;ANDES;SAN BARTOLO
05;05034;05034015;ANTIOQUIA;ANDES;LA CHAPARRALA-LA UNIÓN
05;05036;05036000;ANTIOQUIA;ANGELÓPOLIS;ANGELÓPOLIS
05;05036;05036001;ANTIOQUIA;ANGELÓPOLIS;LA ESTACIÓN
05;05036;05036006;ANTIOQUIA;ANGELÓPOLIS;SANTA RITA
05;05036;05036011;ANTIOQUIA;ANGELÓPOLIS;CIENAGUITA
05;05038;05038000;ANTIOQUIA;ANGOSTURA;ANGOSTURA
05;05038;05038008;ANTIOQUIA;ANGOSTURA;LLANOS DE CUIBA
05;05040;05040000;ANTIOQUIA;ANORÍ;ANORÍ
05;05040;05040002;ANTIOQUIA;ANORÍ;LIBERIA
05;05040;05040003;ANTIOQUIA;ANORÍ;MONTEFRÍO
05;05040;05040004;ANTIOQUIA;ANORÍ;SANTO DOMINGO
05;05040;05040005;ANTIOQUIA;ANORÍ;CRISTALINAS
05;05040;05040006;ANTIOQUIA;ANORÍ;LAS NIEVES
05;05042;05042000;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;SANTA FÉ DE ANTIOQUIA
05;05042;05042001;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;CATIVO
05;05042;05042002;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;GUASABRA
05;05042;05042003;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;LAS AZULES
05;05042;05042004;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;TONUSCO ARRIBA
05;05042;05042006;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;EL PESCADO
05;05042;05042007;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;SABANAS
05;05044;05044000;ANTIOQUIA;ANZÁ;ANZÁ
05;05044;05044001;ANTIOQUIA;ANZÁ;GUINTAR
05;05044;05044005;ANTIOQUIA;ANZÁ;LA CEJITA
05;05044;05044006;ANTIOQUIA;ANZÁ;LA HIGUINA
05;05045;05045000;ANTIOQUIA;APARTADÓ;APARTADÓ
05;05045;05045001;ANTIOQUIA;APARTADÓ;SAN JOSÉ DE APARTADÓ
05;05045;05045002;ANTIOQUIA;APARTADÓ;CHURIDÓ
05;05045;05045003;ANTIOQUIA;APARTADÓ;ZUNGO CARRETERA
05;05045;05045007;ANTIOQUIA;APARTADÓ;LOS NARANJALES
05;05045;05045008;ANTIOQUIA;APARTADÓ;VIJAGUAL
05;05045;05045009;ANTIOQUIA;APARTADÓ;EL REPOSO
05;05045;05045011;ANTIOQUIA;APARTADÓ;EL SALVADOR
05;05045;05045014;ANTIOQUIA;APARTADÓ;PUERTO GIRON
05;05051;05051000;ANTIOQUIA;ARBOLETES;ARBOLETES
05;05051;05051001;ANTIOQUIA;ARBOLETES;BUENOS AIRES
05;05051;05051003;ANTIOQUIA;ARBOLETES;EL CARMELO
05;05051;05051005;ANTIOQUIA;ARBOLETES;LAS NARANJITAS
05;05051;05051008;ANTIOQUIA;ARBOLETES;EL YESO
05;05051;05051009;ANTIOQUIA;ARBOLETES;LA TRINIDAD
05;05051;05051010;ANTIOQUIA;ARBOLETES;LAS PLATAS (SANTAFÉ)
05;05051;05051011;ANTIOQUIA;ARBOLETES;LA CANDELARIA
05;05051;05051014;ANTIOQUIA;ARBOLETES;EL GUADUAL
05;05051;05051015;ANTIOQUIA;ARBOLETES;ARENOSA CARMELO
05;05051;05051016;ANTIOQUIA;ARBOLETES;BARRANCUDA
05;05051;05051017;ANTIOQUIA;ARBOLETES;LA ATOYOSA
05;05051;05051018;ANTIOQUIA;ARBOLETES;PUEBLO CHINO
05;05051;05051019;ANTIOQUIA;ARBOLETES;SAN JOSÉ DEL CARMELO
05;05055;05055000;ANTIOQUIA;ARGELIA;ARGELIA
05;05059;05059000;ANTIOQUIA;ARMENIA;ARMENIA
05;05059;05059001;ANTIOQUIA;ARMENIA;LA HERRADURA
05;05059;05059003;ANTIOQUIA;ARMENIA;EL SOCORRO
05;05059;05059006;ANTIOQUIA;ARMENIA;FILO SECO
05;05059;05059009;ANTIOQUIA;ARMENIA;PALMICHAL
05;05079;05079000;ANTIOQUIA;BARBOSA;BARBOSA
05;05079;05079001;ANTIOQUIA;BARBOSA;HATILLO
05;05079;05079006;ANTIOQUIA;BARBOSA;EL TABLAZO
05;05079;05079007;ANTIOQUIA;BARBOSA;EL VERDE
05;05079;05079010;ANTIOQUIA;BARBOSA;EL GUAYABO
05;05079;05079011;ANTIOQUIA;BARBOSA;LAS VICTORIAS
05;05079;05079013;ANTIOQUIA;BARBOSA;AGUAS CLARAS
05;05079;05079014;ANTIOQUIA;BARBOSA;POPALITO
05;05079;05079015;ANTIOQUIA;BARBOSA;FILOVERDE
05;05079;05079016;ANTIOQUIA;BARBOSA;YARUMITO
05;05079;05079017;ANTIOQUIA;BARBOSA;TABLAZO HATILLO
05;05086;05086000;ANTIOQUIA;BELMIRA;BELMIRA
05;05086;05086001;ANTIOQUIA;BELMIRA;LABORES
05;05086;05086003;ANTIOQUIA;BELMIRA;RÍO ARRIBA
05;05088;05088000;ANTIOQUIA;BELLO;BELLO
05;05088;05088013;ANTIOQUIA;BELLO;SAN FÉLIX
05;05088;05088018;ANTIOQUIA;BELLO;EL PINAR
05;05088;05088020;ANTIOQUIA;BELLO;EL ALBERGUE
05;05088;05088021;ANTIOQUIA;BELLO;HATO VIEJO
05;05088;05088022;ANTIOQUIA;BELLO;LA CHINA
05;05088;05088023;ANTIOQUIA;BELLO;LA UNIÓN
05;05091;05091000;ANTIOQUIA;BETANIA;BETANIA
05;05091;05091003;ANTIOQUIA;BETANIA;SAN LUIS
05;05093;05093000;ANTIOQUIA;BETULIA;BETULIA
05;05093;05093001;ANTIOQUIA;BETULIA;ALTAMIRA
05;05101;05101000;ANTIOQUIA;CIUDAD BOLÍVAR;CIUDAD BOLÍVAR
05;05101;05101002;ANTIOQUIA;CIUDAD BOLÍVAR;SAN BERNARDO DE LOS FARALLONES
05;05101;05101006;ANTIOQUIA;CIUDAD BOLÍVAR;ALFONSO LÓPEZ (SAN GREGORIO)
05;05101;05101008;ANTIOQUIA;CIUDAD BOLÍVAR;VILLA ALEGRÍA
05;05101;05101010;ANTIOQUIA;CIUDAD BOLÍVAR;EL CABRERO-BOLÍVAR ARRIBA
05;05107;05107000;ANTIOQUIA;BRICEÑO;BRICEÑO
05;05107;05107001;ANTIOQUIA;BRICEÑO;BERLÍN (PUEBLO NUEVO)
05;05107;05107002;ANTIOQUIA;BRICEÑO;EL ROBLAL
05;05107;05107003;ANTIOQUIA;BRICEÑO;LAS AURAS
05;05107;05107004;ANTIOQUIA;BRICEÑO;TRAVESIAS
05;05113;05113000;ANTIOQUIA;BURITICÁ;BURITICÁ
05;05113;05113001;ANTIOQUIA;BURITICÁ;EL NARANJO
05;05113;05113002;ANTIOQUIA;BURITICÁ;GUARCO
05;05113;05113003;ANTIOQUIA;BURITICÁ;TABACAL
05;05113;05113004;ANTIOQUIA;BURITICÁ;URARCO
05;05113;05113005;ANTIOQUIA;BURITICÁ;LA ANGELINA
05;05113;05113008;ANTIOQUIA;BURITICÁ;LA MARIELA
05;05120;05120000;ANTIOQUIA;CÁCERES;CÁCERES
05;05120;05120002;ANTIOQUIA;CÁCERES;EL JARDÍN (TAMANÁ)
05;05120;05120003;ANTIOQUIA;CÁCERES;GUARUMO
05;05120;05120004;ANTIOQUIA;CÁCERES;MANIZALES
05;05120;05120006;ANTIOQUIA;CÁCERES;PUERTO BÉLGICA
05;05120;05120010;ANTIOQUIA;CÁCERES;PIAMONTE
05;05120;05120012;ANTIOQUIA;CÁCERES;RÍO MAN
05;05120;05120013;ANTIOQUIA;CÁCERES;LAS PAMPAS
05;05120;05120014;ANTIOQUIA;CÁCERES;NICARAGUA
05;05120;05120015;ANTIOQUIA;CÁCERES;PUERTO SANTO
05;05125;05125000;ANTIOQUIA;CAICEDO;CAICEDO
05;05129;05129000;ANTIOQUIA;CALDAS;CALDAS
05;05129;05129001;ANTIOQUIA;CALDAS;EL CAÑO
05;05129;05129002;ANTIOQUIA;CALDAS;LA RAYA
05;05129;05129004;ANTIOQUIA;CALDAS;LA MIEL
05;05129;05129005;ANTIOQUIA;CALDAS;LA CORRALA
05;05129;05129006;ANTIOQUIA;CALDAS;PRIMAVERA
05;05129;05129007;ANTIOQUIA;CALDAS;EL RAIZAL
05;05129;05129008;ANTIOQUIA;CALDAS;LA CLARA
05;05129;05129009;ANTIOQUIA;CALDAS;LA QUIEBRA
05;05129;05129010;ANTIOQUIA;CALDAS;LA SALADA PARTE BAJA
05;05129;05129011;ANTIOQUIA;CALDAS;LA TOLVA
05;05129;05129012;ANTIOQUIA;CALDAS;LA VALERIA
05;05134;05134000;ANTIOQUIA;CAMPAMENTO;CAMPAMENTO
05;05134;05134001;ANTIOQUIA;CAMPAMENTO;LA CHIQUITA
05;05134;05134002;ANTIOQUIA;CAMPAMENTO;LA SOLITA
05;05134;05134003;ANTIOQUIA;CAMPAMENTO;LLANADAS
05;05138;05138000;ANTIOQUIA;CAÑASGORDAS;CAÑASGORDAS
05;05138;05138001;ANTIOQUIA;CAÑASGORDAS;BUENOS AIRES
05;05138;05138002;ANTIOQUIA;CAÑASGORDAS;CESTILLAL
05;05138;05138003;ANTIOQUIA;CAÑASGORDAS;JUNTAS DE URAMITA
05;05138;05138005;ANTIOQUIA;CAÑASGORDAS;SAN PASCUAL
05;05138;05138006;ANTIOQUIA;CAÑASGORDAS;VERSALLES
05;05138;05138007;ANTIOQUIA;CAÑASGORDAS;LA BALSA
05;05138;05138008;ANTIOQUIA;CAÑASGORDAS;EL MADERO
05;05142;05142000;ANTIOQUIA;CARACOLÍ;CARACOLÍ
05;05145;05145000;ANTIOQUIA;CARAMANTA;CARAMANTA
05;05145;05145001;ANTIOQUIA;CARAMANTA;ALEGRÍAS
05;05145;05145002;ANTIOQUIA;CARAMANTA;SUCRE
05;05147;05147000;ANTIOQUIA;CAREPA;CAREPA
05;05147;05147003;ANTIOQUIA;CAREPA;PIEDRAS BLANCAS
05;05147;05147004;ANTIOQUIA;CAREPA;ZUNGO EMBARCADERO - PUEBLO NUEVO
05;05147;05147005;ANTIOQUIA;CAREPA;ZUNGO EMBARCADERO - 11 DE NOVIEMBRE
05;05147;05147006;ANTIOQUIA;CAREPA;CASA VERDE
05;05147;05147007;ANTIOQUIA;CAREPA;EL ENCANTO
05;05147;05147008;ANTIOQUIA;CAREPA;ZUNGO EMBARCADERO - 28 DE OCTUBRE
05;05148;05148000;ANTIOQUIA;EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL
05;05148;05148003;ANTIOQUIA;EL CARMEN DE VIBORAL;AGUAS CLARAS
05;05148;05148005;ANTIOQUIA;EL CARMEN DE VIBORAL;LA CHAPA
05;05148;05148006;ANTIOQUIA;EL CARMEN DE VIBORAL;CAMPO ALEGRE
05;05148;05148008;ANTIOQUIA;EL CARMEN DE VIBORAL;LA AURORA - LAS BRISAS
05;05150;05150000;ANTIOQUIA;CAROLINA;CAROLINA DEL PRINCIPE
05;05154;05154000;ANTIOQUIA;CAUCASIA;CAUCASIA
05;05154;05154003;ANTIOQUIA;CAUCASIA;CUTURÚ
05;05154;05154006;ANTIOQUIA;CAUCASIA;MARGENTO
05;05154;05154007;ANTIOQUIA;CAUCASIA;PUERTO COLOMBIA
05;05154;05154008;ANTIOQUIA;CAUCASIA;PALANCA
05;05154;05154009;ANTIOQUIA;CAUCASIA;PALOMAR
05;05154;05154012;ANTIOQUIA;CAUCASIA;SANTA ROSITA
05;05154;05154013;ANTIOQUIA;CAUCASIA;CARACOLÍ
05;05154;05154020;ANTIOQUIA;CAUCASIA;PUERTO TRIANA
05;05154;05154022;ANTIOQUIA;CAUCASIA;LA ILUSIÓN
05;05154;05154023;ANTIOQUIA;CAUCASIA;CACERÍ
05;05154;05154024;ANTIOQUIA;CAUCASIA;EL PANDO
05;05154;05154025;ANTIOQUIA;CAUCASIA;CAMPO ALEGRE
05;05154;05154026;ANTIOQUIA;CAUCASIA;EL CHINO
05;05154;05154027;ANTIOQUIA;CAUCASIA;LA ESMERALDA
05;05154;05154028;ANTIOQUIA;CAUCASIA;LA UNION
05;05154;05154030;ANTIOQUIA;CAUCASIA;PUERTO ESPAÑA
05;05154;05154031;ANTIOQUIA;CAUCASIA;VILLA DEL SOCORRO
05;05172;05172000;ANTIOQUIA;CHIGORODÓ;CHIGORODÓ
05;05172;05172003;ANTIOQUIA;CHIGORODÓ;BARRANQUILLITA
05;05172;05172007;ANTIOQUIA;CHIGORODÓ;GUAPA CARRETERAS
05;05172;05172013;ANTIOQUIA;CHIGORODÓ;JURADO
05;05172;05172014;ANTIOQUIA;CHIGORODÓ;CAMPITAS
05;05172;05172015;ANTIOQUIA;CHIGORODÓ;CHAMPITA SECTOR LA GRANJA
05;05190;05190000;ANTIOQUIA;CISNEROS;CISNEROS
05;05197;05197000;ANTIOQUIA;COCORNÁ;COCORNÁ
05;05197;05197005;ANTIOQUIA;COCORNÁ;LA PIÑUELA
05;05197;05197013;ANTIOQUIA;COCORNÁ;EL MOLINO
05;05206;05206000;ANTIOQUIA;CONCEPCIÓN;CONCEPCIÓN
05;05209;05209000;ANTIOQUIA;CONCORDIA;CONCORDIA
05;05209;05209001;ANTIOQUIA;CONCORDIA;EL SOCORRO
05;05209;05209006;ANTIOQUIA;CONCORDIA;EL GOLPE
05;05209;05209007;ANTIOQUIA;CONCORDIA;SALAZAR
05;05212;05212000;ANTIOQUIA;COPACABANA;COPACABANA
05;05212;05212005;ANTIOQUIA;COPACABANA;SALADO
05;05212;05212008;ANTIOQUIA;COPACABANA;CABUYAL
05;05212;05212011;ANTIOQUIA;COPACABANA;ZARZAL (LA LUZ)
05;05212;05212014;ANTIOQUIA;COPACABANA;ALVARADO
05;05212;05212018;ANTIOQUIA;COPACABANA;EL CONVENTO
05;05212;05212019;ANTIOQUIA;COPACABANA;EL NORAL
05;05234;05234000;ANTIOQUIA;DABEIBA;DABEIBA
05;05234;05234003;ANTIOQUIA;DABEIBA;GALILEA
05;05234;05234004;ANTIOQUIA;DABEIBA;SAN JOSÉ DE URAMA (URAMAGRANDE)
05;05234;05234007;ANTIOQUIA;DABEIBA;CARRA
05;05234;05234008;ANTIOQUIA;DABEIBA;ARMENIA - CAMPARRUSIA
05;05234;05234009;ANTIOQUIA;DABEIBA;LLANO GRANDE
05;05234;05234010;ANTIOQUIA;DABEIBA;LAS CRUCES DE URAMA
05;05234;05234011;ANTIOQUIA;DABEIBA;ARENERA
05;05234;05234012;ANTIOQUIA;DABEIBA;CHIMIANDÓ
05;05234;05234014;ANTIOQUIA;DABEIBA;EL BOTÓN
05;05234;05234015;ANTIOQUIA;DABEIBA;CAMPARRUSIA
05;05234;05234016;ANTIOQUIA;DABEIBA;EL ENCIERRO
05;05237;05237000;ANTIOQUIA;DONMATÍAS;DONMATÍAS
05;05237;05237001;ANTIOQUIA;DONMATÍAS;BELLAVISTA
05;05237;05237003;ANTIOQUIA;DONMATÍAS;ARENALES
05;05237;05237004;ANTIOQUIA;DONMATÍAS;MONTERA
05;05237;05237005;ANTIOQUIA;DONMATÍAS;PRADERA
05;05240;05240000;ANTIOQUIA;EBÉJICO;EBÉJICO
05;05240;05240001;ANTIOQUIA;EBÉJICO;BRASIL
05;05240;05240003;ANTIOQUIA;EBÉJICO;SEVILLA
05;05240;05240008;ANTIOQUIA;EBÉJICO;EL ZARZAL
05;05240;05240011;ANTIOQUIA;EBÉJICO;LA CLARA
05;05240;05240012;ANTIOQUIA;EBÉJICO;FATIMA
05;05250;05250000;ANTIOQUIA;EL BAGRE;EL BAGRE
05;05250;05250002;ANTIOQUIA;EL BAGRE;PUERTO CLAVER
05;05250;05250004;ANTIOQUIA;EL BAGRE;PUERTO LÓPEZ
05;05250;05250005;ANTIOQUIA;EL BAGRE;EL REAL
05;05250;05250006;ANTIOQUIA;EL BAGRE;LA CORONA
05;05250;05250007;ANTIOQUIA;EL BAGRE;LAS NEGRITAS
05;05250;05250008;ANTIOQUIA;EL BAGRE;LAS SARDINAS EL PUENTE
05;05250;05250009;ANTIOQUIA;EL BAGRE;SANTA BÁRBARA
05;05250;05250010;ANTIOQUIA;EL BAGRE;MUQUI
05;05250;05250011;ANTIOQUIA;EL BAGRE;BORRACHERA
05;05250;05250012;ANTIOQUIA;EL BAGRE;CAÑO CLARO
05;05250;05250013;ANTIOQUIA;EL BAGRE;LOS ALMENDROS
05;05264;05264000;ANTIOQUIA;ENTRERRÍOS;ENTRERRÍOS
05;05266;05266000;ANTIOQUIA;ENVIGADO;ENVIGADO
05;05266;05266001;ANTIOQUIA;ENVIGADO;LAS PALMAS
05;05282;05282000;ANTIOQUIA;FREDONIA;FREDONIA
05;05282;05282002;ANTIOQUIA;FREDONIA;LOS PALOMOS
05;05282;05282003;ANTIOQUIA;FREDONIA;MINAS
05;05282;05282004;ANTIOQUIA;FREDONIA;PUENTE IGLESIAS
05;05282;05282005;ANTIOQUIA;FREDONIA;MARSELLA
05;05282;05282008;ANTIOQUIA;FREDONIA;EL ZANCUDO
05;05284;05284000;ANTIOQUIA;FRONTINO;FRONTINO
05;05284;05284004;ANTIOQUIA;FRONTINO;MURRI - LA BLANQUITA
05;05284;05284005;ANTIOQUIA;FRONTINO;MUSINGA - TABLADITO
05;05284;05284006;ANTIOQUIA;FRONTINO;NUTIBARA
05;05284;05284007;ANTIOQUIA;FRONTINO;PONTÓN
05;05284;05284010;ANTIOQUIA;FRONTINO;SAN LAZARO
05;05284;05284012;ANTIOQUIA;FRONTINO;JENGAMECODA
05;05306;05306000;ANTIOQUIA;GIRALDO;GIRALDO
05;05306;05306001;ANTIOQUIA;GIRALDO;MANGLAR
05;05308;05308000;ANTIOQUIA;GIRARDOTA;GIRARDOTA
05;05308;05308009;ANTIOQUIA;GIRARDOTA;CABILDO
05;05308;05308010;ANTIOQUIA;GIRARDOTA;LAS CUCHICHAS
05;05308;05308011;ANTIOQUIA;GIRARDOTA;JAMUNDÍ
05;05308;05308013;ANTIOQUIA;GIRARDOTA;LA CALLE
05;05308;05308014;ANTIOQUIA;GIRARDOTA;SAN ESTEBAN
05;05310;05310000;ANTIOQUIA;GÓMEZ PLATA;GÓMEZ PLATA
05;05310;05310001;ANTIOQUIA;GÓMEZ PLATA;EL SALTO
05;05310;05310002;ANTIOQUIA;GÓMEZ PLATA;SAN MATÍAS
05;05310;05310004;ANTIOQUIA;GÓMEZ PLATA;VEGA DE BOTERO
05;05313;05313000;ANTIOQUIA;GRANADA;GRANADA
05;05313;05313001;ANTIOQUIA;GRANADA;SANTA ANA
05;05313;05313004;ANTIOQUIA;GRANADA;LOS MEDIOS
05;05315;05315000;ANTIOQUIA;GUADALUPE;GUADALUPE
05;05315;05315002;ANTIOQUIA;GUADALUPE;GUANTEROS
05;05315;05315007;ANTIOQUIA;GUADALUPE;GUADALUPE IV
05;05315;05315008;ANTIOQUIA;GUADALUPE;BARRIO NUEVO
05;05315;05315009;ANTIOQUIA;GUADALUPE;EL MACHETE
05;05318;05318000;ANTIOQUIA;GUARNE;GUARNE
05;05318;05318006;ANTIOQUIA;GUARNE;CHAPARRAL
05;05318;05318007;ANTIOQUIA;GUARNE;SAN IGNACIO
05;05321;05321000;ANTIOQUIA;GUATAPÉ;GUATAPÉ
05;05321;05321001;ANTIOQUIA;GUATAPÉ;EL ROBLE
05;05347;05347000;ANTIOQUIA;HELICONIA;HELICONIA
05;05347;05347001;ANTIOQUIA;HELICONIA;ALTO DEL CORRAL
05;05347;05347002;ANTIOQUIA;HELICONIA;PUEBLITO
05;05347;05347003;ANTIOQUIA;HELICONIA;LLANOS DE SAN JOSÉ
05;05347;05347009;ANTIOQUIA;HELICONIA;GUAMAL
05;05353;05353000;ANTIOQUIA;HISPANIA;HISPANIA
05;05360;05360000;ANTIOQUIA;ITAGÜÍ;ITAGÜÍ
05;05360;05360001;ANTIOQUIA;ITAGÜÍ;LOS GÓMEZ
05;05360;05360003;ANTIOQUIA;ITAGÜÍ;EL AJIZAL
05;05360;05360005;ANTIOQUIA;ITAGÜÍ;LA LOMA DE LOS ZULETA
05;05360;05360006;ANTIOQUIA;ITAGÜÍ;EL PEDREGAL
05;05360;05360012;ANTIOQUIA;ITAGÜÍ;EL PORVENIR
05;05360;05360013;ANTIOQUIA;ITAGÜÍ;EL PROGRESO
05;05360;05360014;ANTIOQUIA;ITAGÜÍ;LA MARÍA
05;05360;05360015;ANTIOQUIA;ITAGÜÍ;LOS OLIVARES
05;05361;05361000;ANTIOQUIA;ITUANGO;ITUANGO
05;05361;05361001;ANTIOQUIA;ITUANGO;BADILLO
05;05361;05361002;ANTIOQUIA;ITUANGO;EL ARO - BUILÓPOLIS
05;05361;05361003;ANTIOQUIA;ITUANGO;LA GRANJA
05;05361;05361004;ANTIOQUIA;ITUANGO;PASCUITA
05;05361;05361005;ANTIOQUIA;ITUANGO;SANTA ANA
05;05361;05361006;ANTIOQUIA;ITUANGO;SANTA LUCÍA
05;05361;05361007;ANTIOQUIA;ITUANGO;SANTA RITA
05;05361;05361018;ANTIOQUIA;ITUANGO;PÍO X
05;05364;05364000;ANTIOQUIA;JARDÍN;JARDÍN
05;05364;05364001;ANTIOQUIA;JARDÍN;CRISTIANÍA
05;05364;05364002;ANTIOQUIA;JARDÍN;LA ARBOLEDA - LAS MACANAS
05;05364;05364006;ANTIOQUIA;JARDÍN;QUEBRADA BONITA
05;05368;05368000;ANTIOQUIA;JERICÓ;JERICÓ
05;05368;05368005;ANTIOQUIA;JERICÓ;GUACAMAYAL
05;05368;05368007;ANTIOQUIA;JERICÓ;LOS PATIOS
05;05376;05376000;ANTIOQUIA;LA CEJA;LA CEJA
05;05376;05376002;ANTIOQUIA;LA CEJA;EL TAMBO
05;05376;05376003;ANTIOQUIA;LA CEJA;SAN JOSÉ
